Company,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,OS
Motorola,Moto G9,Mobile Phone,6.5,720x1600 pixels,Qualcomm Snapdragon 662,4GB,64GB,Android 10
Motorola,Moto E4 Plus,Mobile Phone,5.5,720x1280 pixels,MediaTek MT6737M,3GB,32GB,Android 7.1.1
Motorola,Moto G (Gen 3),Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 410,1GB,8GB,Android 5.1.1
Motorola,Moto C Plus,Mobile Phone,5,720x1280 pixels,MediaTek MT6737,2GB,16GB,Android 7.0
Motorola,Moto G8 Plus,Mobile Phone,6.3,1080x2280 pixels,Qualcomm Snapdragon 665,4GB,64GB,Android Pie
Motorola,Moto G (Gen 2),Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 400,1GB,16GB,Android 4.4.4
Motorola,Moto G Turbo Edition,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 615,2GB,16GB,Android 5.1.1
Motorola,Moto E4,Mobile Phone,5,720x1280 pixels,MediaTek MT6737M,2GB,16GB,Android 7.1
Motorola,Moto E6s,Mobile Phone,6.1,720x1560 pixels,MediaTek Helio P22 (MT6762),4GB,64GB,Android 9.0 Pie
Motorola,Moto G5S Plus,Mobile Phone,5.5,1080x1920 pixels,Qualcomm Snapdragon 625,3GB,32GB,Android 7.1
Motorola,Moto X Play,Mobile Phone,5.5,1080x1920 pixels,Qualcomm Snapdragon 615,2GB,16GB,Android 5.1.1
Motorola,Moto G5,Mobile Phone,5,1080x1920 pixels,Qualcomm Snapdragon 430,2GB,16GB,Android 7.0
Motorola,Moto G6,Mobile Phone,5.7,1080x2160 pixels,Qualcomm Snapdragon 450,3GB,32GB,Android 8.0 Oreo
Motorola,Moto G5 Plus,Mobile Phone,5.2,1080x1920 pixels,Qualcomm Snapdragon 625,3GB,16GB,Android 7.0
Motorola,One Vision,Mobile Phone,6.3,1080x2520 pixels,Samsung Exynos 9609,4GB,128GB,Android 9 Pie
Motorola,Moto Z,Mobile Phone,5.5,1440x2560 pixels,Qualcomm Snapdragon 820,4GB,64GB,Android 6.0.1
Motorola,Moto G5S,Mobile Phone,5.2,1080x1920 pixels,Qualcomm Snapdragon 430,3GB,32GB,Android 7.1
Motorola,Moto E,Mobile Phone,4.3,540x960 pixels,Qualcomm Snapdragon 200,1GB,4GB,Android 4.4
Motorola,Moto M,Mobile Phone,5.5,1080x1920 pixels,MediaTek Helio P15 (MT6755T),3GB,32GB,Android 6.0.1
Motorola,Moto E5 Plus,Mobile Phone,6,720x1440 pixels,Qualcomm Snapdragon 430,3GB,32GB,Android 8.0 Oreo
Motorola,Moto E3 Power,Mobile Phone,5,720x1280 pixels,MediaTek MT6735P,2GB,16GB,Android 6.0.1
Motorola,Moto C,Mobile Phone,5,480x854 pixels,MediaTek MT6737M,1GB,8GB,Android 7.0
Motorola,Moto G6 Plus,Mobile Phone,5.93,1080x2160 pixels,Qualcomm Snapdragon 630,4GB,64GB,Android 8.0 Oreo
Motorola,Moto G4 Play,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 410,2GB,16GB,Android 6.0.1
Motorola,Moto X Force,Mobile Phone,5.4,1440x2560 pixels,Qualcomm Snapdragon 810,3GB,32GB,Android 5.1.1
Motorola,Moto G7 Power,Mobile Phone,6.2,720x1520 pixels,Qualcomm Snapdragon 632,3GB,32GB,Android 9.0
Motorola,One Action,Mobile Phone,6.3,1080x2520 pixels,Samsung Exynos 9609,4GB,128GB,Android 9 Pie
Motorola,Moto G9 Power,Mobile Phone,6.8,720x1640 pixels,Qualcomm Snapdragon 662,4GB,64GB,Android 10
Motorola,Moto E (Gen 2),Mobile Phone,4.5,540x960 pixels,Qualcomm Snapdragon 200,1GB,8GB,Android 5.0
Motorola,Moto Z2 Force,Mobile Phone,5.5,1440x2560 pixels,Qualcomm Snapdragon 835,6GB,64GB,Android 8.0
Motorola,One Fusion+,Mobile Phone,6.5,1080x2340 pixels,Qualcomm Snapdragon 730G,6GB,128GB,Android 10
Motorola,Moto G7,Mobile Phone,6.2,1080x2270 pixels,Qualcomm Snapdragon 632,4GB,64GB,Android Pie
Motorola,Fire XT,Mobile Phone,3.5,320x480 pixels,Qualcomm Snapdragon S1 (MSM7227T-1),512MB,150MB,Android 2.3
Motorola,Atrix 2,Mobile Phone,4.3,540x960 pixels,ARM Cortex-A9,1GB,8GB,Android 2.3
Motorola,Defy XT,Mobile Phone,3.7,480x854 pixels,Qualcomm Snapdragon S1 (MSM7227A),512MB,1GB,Android 2.3
Motorola,Moto E5,Mobile Phone,5.7,720x1440 pixels,Qualcomm Snapdragon 425,2GB,16GB,Android 8.0 Oreo
Motorola,Razr Maxx,Mobile Phone,4.3,540x960 pixels,ARM Cortex-A9,1GB,16GB,Android 2.3
Motorola,Moto G 5G,Mobile Phone,6.7,1080x2400 pixels,Qualcomm Snapdragon 750G,4GB,128GB,Android 10
Motorola,Moto G8 Power Lite,Mobile Phone,6.5,720x1600 pixels,MediaTek Helio P35 (MT6765),4GB,64GB,Android 9
Motorola,Moto G6 Play,Mobile Phone,5.7,720x1440 pixels,Qualcomm Snapdragon 430,3GB,32GB,Android 8.0 Oreo
Motorola,One Power,Mobile Phone,6.2,1080x2246 pixels,Qualcomm Snapdragon 636,4GB,64GB,Android 8.0
Motorola,One,Mobile Phone,5.9,720x1440 pixels,Qualcomm Snapdragon 625,4GB,64GB,Android 8.0 (Android One)
Nokia,5.1 Plus,Mobile Phone,5.86,720x1520 pixels,MediaTek Helio P60 (MT6771),3GB,32GB,Android 8.1
Nokia,7 Plus,Mobile Phone,6,1080x2160 pixels,Qualcomm Snapdragon 660,4GB,64GB,Android 8.0
Nokia,6,Mobile Phone,5.5,1080x1920 pixels,Qualcomm Snapdragon 430,2GB,16GB,Android 7.1.1
Nokia,XL Dual SIM,Mobile Phone,5,480x800 pixels,Qualcomm Snapdragon S4 Play,768MB,4GB,Nokia X platform 1.0
Nokia,X2 Dual SIM,Mobile Phone,4.3,480x800 pixels,Qualcomm Snapdragon 200,1GB,4GB,Nokia X platform
Nokia,8,Mobile Phone,5.3,1440x2560 pixels,Qualcomm Snapdragon 835,4GB,64GB,Android 7.1.1
Nokia,1,Mobile Phone,4.5,480x854 pixels,MediaTek MT6737M,1GB,8GB,Android 8.1
Nokia,5.3,Mobile Phone,6.55,720x1600 pixels,Qualcomm Snapdragon 665,4GB,64GB,Android 10
Nokia,7.2,Mobile Phone,6.3,1080x2340 pixels,Qualcomm Snapdragon 660,4GB,64GB,Android Android 9 Pie
Nokia,3,Mobile Phone,5,720x1280 pixels,MediaTek MT6737,2GB,16GB,Android 7.0
Nokia,2,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 212,1GB,8GB,Android 7.1.1
Nokia,5,Mobile Phone,5.2,720x1280 pixels,Qualcomm Snapdragon 430,2GB,16GB,Android 7.1.1
Nokia,C3,Mobile Phone,5.99,720x1440 pixels,Spreadtrum SC9863A,2GB,16GB,Android 10
Nokia,8.1,Mobile Phone,6.18,1080x2244 pixels,Qualcomm Snapdragon 710,4GB,64GB,Android 9.0 Pie
Nokia,2.4,Mobile Phone,6.5,720x1600 pixels,MediaTek Helio P22 (MT6762),3GB,64GB,Android 10
Nokia,Lumia 1520,Mobile Phone,6,1080x1920 pixels,Qualcomm Snapdragon 800,2GB,32GB,Windows Phone 8
Nokia,Lumia 1320,Mobile Phone,6,720x1280 pixels,Qualcomm Snapdragon 400,1GB,8GB,Windows Phone 8
Nokia,Lumia 620,Mobile Phone,3.8,480x800 pixels,Qualcomm Snapdragon S4,512MB,8GB,Windows Phone 8
Nokia,Lumia 830,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 400,1GB,16GB,Windows Phone 8.1
Nokia,6.1,Mobile Phone,5.5,1080x1920 pixels,Qualcomm Snapdragon 630,3GB,32GB,Android 8.0
Nokia,6.1 Plus,Mobile Phone,5.8,1080x2280 pixels,Qualcomm Snapdragon 636,4GB,64GB,Android 8.1
Nokia,Lumia 625,Mobile Phone,4.7,480x800 pixels,Qualcomm Snapdragon S4,512MB,8GB,Windows Phone 8.0
Nokia,Lumia 525,Mobile Phone,4,480x800 pixels,Qualcomm Snapdragon S4 Plus,1GB,8GB,Windows Phone 8
Nokia,Lumia 735,Mobile Phone,4.7,720x1280 pixels,Qualcomm Snapdragon 400,1GB,8GB,Windows Phone 8.1
Nokia,Lumia 630,Mobile Phone,4.5,480x854 pixels,Qualcomm Snapdragon 400,512MB,8GB,Windows Phone 8.1
Nokia,Lumia 530,Mobile Phone,4,480x854 pixels,Qualcomm Snapdragon 200,512MB,4GB,Windows Phone 8.1
Nokia,2.3,Mobile Phone,6.2,720x1520 pixels,MediaTek Helio A22 (MT6761),2GB,32GB,Android 9 Pie
Nokia,X6,Mobile Phone,5.8,1080x2280 pixels,Qualcomm Snapdragon 636,4GB,32GB,Android 8.1
Nokia,4.2,Mobile Phone,5.71,720x1520 pixels,Qualcomm Snapdragon 439,3GB,32GB,Android 9
Nokia,3.2,Mobile Phone,6.26,720x1520 pixels,Qualcomm Snapdragon 429,2GB,16GB,Android 9.0 Pie
Nokia,3.1,Mobile Phone,5.2,720x1440 pixels,MediaTek MT6750,2GB,16GB,Android 8.0
Nokia,5.1,Mobile Phone,5.5,1080x2160 pixels,MediaTek Helio P18 (MT6755S),3GB,32GB,Android 8.0
Nokia,2.1,Mobile Phone,5.5,720x1280 pixels,Qualcomm Snapdragon 425,1GB,8GB,Android 8.1
Onida,i4G1,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 410,1GB,8GB,Android 5.0
Oppo,F3,Mobile Phone,5.5,1080x1920 pixels,MediaTek MT6750T,4GB,64GB,Android 6.0
Oppo,F3 Plus,Mobile Phone,6,1080x1920 pixels,Qualcomm Snapdragon 653,4GB,64GB,Android 6.0
Oppo,F5,Mobile Phone,6,1080x2160 pixels,MediaTek Helio P23 (MT6763T),4GB,32GB,Android 7.1
Oppo,A57,Mobile Phone,5.2,720x1280 pixels,Qualcomm Snapdragon 435,3GB,32GB,Android 6.0
Oppo,A71,Mobile Phone,5.2,720x1280 pixels,MediaTek MT6750,2GB,16GB,Android 7.1
Oppo,F7,Mobile Phone,6.23,1080x2280 pixels,MediaTek Helio P60 (MT6771),4GB,64GB,Android 8.1
Oppo,F1s,Mobile Phone,5.5,720x1280 pixels,MediaTek MT6750,3GB,32GB,Android 5.1
Oppo,A31 (2020),Mobile Phone,6.5,720x1600 pixels,MediaTek Helio P35 (MT6765),4GB,64GB,Android 9
Oppo,F15,Mobile Phone,6.4,1080x2400 pixels,MediaTek Helio P70,8GB,128GB,Android 9
Oppo,F1,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 616,3GB,16GB,Android 5.1
Oppo,A12,Mobile Phone,6.22,720x1520 pixels,MediaTek Helio P35 (MT6765),3GB,32GB,Android 9
Oppo,R7 Lite,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 615,2GB,16GB,Android 5.1
Oppo,F9 Pro,Mobile Phone,6.3,1080x2340 pixels,MediaTek Helio P60 (MT6771),6GB,64GB,Android Oreo
Oppo,A37,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 410,2GB,16GB,Android 5.1
Oppo,F1 Plus,Mobile Phone,5.5,1080x1920 pixels,MediaTek Helio P10 (MT6755),4GB,64GB,Android 5.1
Oppo,Neo 7,Mobile Phone,5,540x960 pixels,Qualcomm Snapdragon 410 (MSM8916),1GB,16GB,Android 5.1
Oppo,A53 2020,Mobile Phone,6.5,720x1600 pixels,Qualcomm Snapdragon 460,4GB,64GB,Android 10
Oppo,Joy,Mobile Phone,4,480x800 pixels,ARM Cortex-A7,512MB,4GB,Android 4.2.2
Oppo,R15 Pro,Mobile Phone,6.28,1080x2280 pixels,Qualcomm Snapdragon 660,6GB,128GB,Android 8.1
Oppo,A5,Mobile Phone,6.2,720x1520 pixels,Qualcomm Snapdragon 450,4GB,32GB,Android 8.1
Oppo,A5s,Mobile Phone,6.2,1520x720 pixels,MediaTek Helio P35 (MT6765),2GB,32GB,Android 8.1 Oreo
Oppo,Neo 5,Mobile Phone,4.5,480x854 pixels,Qualcomm Snapdragon 400,1GB,4GB,Android 4.3
Oppo,A83,Mobile Phone,5.7,720x1440 pixels,MediaTek MT6737T,2GB,16GB,Android 7.1
Oppo,K1,Mobile Phone,6.41,1080x2340 pixels,Qualcomm Snapdragon 660,4GB,64GB,Android 8.1 Oreo
Oppo,F9,Mobile Phone,6.3,1080x2340 pixels,MediaTek Helio P60 (MT6771),4GB,64GB,Android Oreo
Oppo,A9 2020,Mobile Phone,6.5,720x1600 pixels,Qualcomm Snapdragon 665,4GB,128GB,Android 9 Pie
Oppo,A11k,Mobile Phone,6.22,720x1520 pixels,MediaTek Helio P35 (MT6765),2MB,32GB,Android 9 Pie
Oppo,A83 (2018),Mobile Phone,5.7,720x1440 pixels,MediaTek MT6737T,2GB,16GB,Android 7.1
Oppo,A15,Mobile Phone,6.52,720x1600 pixels,MediaTek Helio P35 (MT6765),3GB,32GB,Android 10
Oppo,A71 (2018),Mobile Phone,5.2,720x1280 pixels,Qualcomm Snapdragon 450,3GB,16GB,Android 7.1
Oppo,F5 Youth,Mobile Phone,6,1080x2160 pixels,MediaTek Helio P23 (MT6763T),3GB,32GB,Android 7.1
Oppo,A3s,Mobile Phone,6.2,720x1520 pixels,Qualcomm Snapdragon 450,2GB,16GB,Android 8.1 Oreo
Panasonic,Eluga X1 Pro,Mobile Phone,6.18,1080x2246 pixels,MediaTek Helio P60 (MT6771),6GB,128GB,Android 8.1 Oreo
Panasonic,Eluga Icon,Mobile Phone,5.5,720x1280 pixels,MediaTek MT6752,2GB,16GB,Android 4.4.4
Panasonic,Eluga A3 Pro,Mobile Phone,5.2,720x1280 pixels,MediaTek MT6753,3GB,32GB,Android 7.0
Panasonic,Eluga Arc,Mobile Phone,4.7,720x1280 pixels,Qualcomm Snapdragon 410,2GB,16GB,Android 5.1
Panasonic,Eluga L2,Mobile Phone,5.5,540x960 pixels,Qualcomm Snapdragon,1GB,8GB,Android 5.1
Panasonic,Eluga Ray 700,Mobile Phone,5.5,1080x1920 pixels,MediaTek MT6753,3GB,32GB,Android 7.0
Panasonic,Eluga Ray Max,Mobile Phone,5.2,1080x1920 pixels,Qualcomm Snapdragon 430,4GB,32GB,Android 6.0
Panasonic,Eluga I5,Mobile Phone,5,720x1280 pixels,MediaTek MT6737,2GB,16GB,Android 7.0
Panasonic,Eluga A4,Mobile Phone,5.2,720x1280 pixels,MediaTek MT6737,3GB,32GB,Android 7.0
Panasonic,Eluga Ray X,Mobile Phone,5.5,720x1280 pixels,MediaTek MT6737,3GB,32GB,Android 6.0
Panasonic,Eluga Mark 2,Mobile Phone,5.5,720x1280 pixels,MediaTek MT6753,3GB,32GB,Android 6.0
Panasonic,Love T10,Mobile Phone,3.5,480x800 pixels,MediaTek MT6572M,512MB,4GB,Android 4.4.2
Panasonic,P11,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 200,1GB,4GB,Android 4.1
Panasonic,Eluga A3,Mobile Phone,5.2,720x1280 pixels,MediaTek MT6737,3GB,16GB,Android 7.0
Panasonic,P91,Mobile Phone,5,720x1280 pixels,MediaTek MT6737M,1GB,16GB,Android 7.0
Panasonic,Eluga Prim,Mobile Phone,5,720x1280 pixels,MediaTek MT6735,3GB,16GB,Android 6.0
Panasonic,Eluga I3 Mega,Mobile Phone,5.5,720x1280 pixels,MediaTek MT6735,3GB,16GB,Android 6.0
Panasonic,T11,Mobile Phone,4,480x800 pixels,Qualcomm Snapdragon 200,1GB,4GB,Android 4.1
Panasonic,Eluga Mark,Mobile Phone,5.5,720x1280 pixels,Qualcomm Snapdragon 615,2GB,16GB,Android 5.1
Panasonic,Eluga Ray 500,Mobile Phone,5,720x1280 pixels,MediaTek MT6737,3GB,32GB,Android 7.0
Panasonic,Eluga I4,Mobile Phone,5,720x1280 pixels,MediaTek MT6737,2GB,16GB,Android 7.0
Panasonic,P90,Mobile Phone,5,720x1280 pixels,MediaTek MT6737,1GB,16GB,Android 7.0
Panasonic,Eluga L 4G,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 410,1GB,8GB,Android 4.4
Panasonic,Eluga I2 Activ,Mobile Phone,5,720x1280 pixels,MediaTek MT6737,1GB,16GB,Android 7.0
Panasonic,Eluga X1,Mobile Phone,6.18,1080x2246 pixels,MediaTek Helio P60 (MT6771),4GB,64GB,Android 8.1 Oreo
Panasonic,Eluga I9,Mobile Phone,5,720x1280 pixels,MediaTek MT6737,3GB,32GB,Android 7.0
Panasonic,Eluga Z1,Mobile Phone,6.19,720x1500 pixels,MediaTek Helio P22 (MT6762),3GB,32GB,Android 8.1
Panasonic,Eluga Z1 Pro,Mobile Phone,6.19,720x1500 pixels,MediaTek Helio P22 (MT6762),4GB,64GB,Android 8.1
Panasonic,Eluga Ray 550,Mobile Phone,5.7,720x1440 pixels,MediaTek MT6737H,3GB,16GB,Android 7.0
Panasonic,P100,Mobile Phone,5,720x1280 pixels,MediaTek MT6737,1GB,16GB,Android 7.0
Panasonic,Eluga I7,Mobile Phone,5.45,720x1440 pixels,MediaTek MT6737H,2GB,16GB,Android 7.0
Panasonic,P95,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 210,1GB,16GB,Android 7.1.2
Philips,S308,Mobile Phone,4,480x800 pixels,MediaTek MT6572M,512MB,4GB,Android 4.2
Poco,M2 Pro,Mobile Phone,6.67,1080x2400 pixels,Qualcomm Snapdragon 720G,4GB,64GB,Android 10
Poco,X2,Mobile Phone,6.67,1080x2400 pixels,Qualcomm Snapdragon 730G,6GB,64GB,Android 10
Poco,F1,Mobile Phone,6.18,1080x2246 pixels,Qualcomm Snapdragon 845,6GB,64GB,Android 8.1
Poco,C3,Mobile Phone,6.53,720x1600 pixels,MediaTek Helio G35,3GB,32GB,Android
Realme,2 Pro,Mobile Phone,6.3,1080x2340 pixels,Qualcomm Snapdragon 660,4GB,64GB,Android 8.1
Realme,3 Pro,Mobile Phone,6.3,1080x2340 pixels,Qualcomm Snapdragon 710,4GB,64GB,Android 9 Pie
Realme,5 Pro,Mobile Phone,6.3,1080x2340 pixels,Qualcomm Snapdragon 712,4GB,64GB,Android 9 Pie
Realme,XT,Mobile Phone,6.4,1080x2340 pixels,Qualcomm Snapdragon 712,4GB,64GB,Android 9 Pie
Realme,U1,Mobile Phone,6.3,1080x2340 pixels,MediaTek Helio P70,3GB,32GB,Android 8.1 Oreo
Realme,5i,Mobile Phone,6.52,720x1600 pixels,Qualcomm Snapdragon 665,4GB,64GB,Android 9
Realme,6,Mobile Phone,6.5,1080x2400 pixels,MediaTek Helio G90T,4GB,64GB,Android 10
Realme,3,Mobile Phone,6.2,720x1520 pixels,MediaTek Helio P70,3GB,32GB,Android Pie
Realme,C3,Mobile Phone,6.52,720x1600 pixels,MediaTek Helio G70,3GB,32GB,Android 10
Realme,5s,Mobile Phone,6.5,720x1600 pixels,Qualcomm Snapdragon 665,4GB,64GB,Android 9 Pie
Realme,6 Pro,Mobile Phone,6.6,1080x2400 pixels,Qualcomm Snapdragon 720G,6GB,64GB,Android 10
Realme,6i,Mobile Phone,6.5,1080x2400 pixels,MediaTek Helio G90T,4GB,64GB,Android 10
Realme,5,Mobile Phone,6.5,720x1600 pixels,Qualcomm Snapdragon 665,3GB,32GB,Android 9 Pie
Realme,1,Mobile Phone,6,1080x2160 pixels,MediaTek Helio P60 (MT6771),3GB,32GB,Android 8.1
Realme,C12,Mobile Phone,6.5,720x1600 pixels,MediaTek Helio G35,3GB,32GB,Android 10
Realme,C15,Mobile Phone,6.5,720x1600 pixels,MediaTek Helio G35,3GB,32GB,Android 10
Realme,3i,Mobile Phone,6.2,720x1520 pixels,MediaTek Helio P60 (MT6771),3GB,32GB,Android Pie
Realme,C11,Mobile Phone,6.5,720x1600 pixels,MediaTek Helio G35,2GB,32GB,Android 10
Realme,C2,Mobile Phone,6.1,720x1560 pixels,MediaTek Helio P22 (MT6762),2GB,16GB,Android 9.0 Pie
Realme,Narzo 20 Pro,Mobile Phone,6.5,1080x2400 pixels,MediaTek Helio G95,6GB,64GB,Android 10
Realme,C15 Qualcomm Edition,Mobile Phone,6.5,720x1600 pixels,Qualcomm Snapdragon 460,3GB,32GB,Android 10
Realme,Narzo 20,Mobile Phone,6.5,720x1600 pixels,MediaTek Helio G85,4GB,64GB,Android 10
Realme,2,Mobile Phone,6.2,720x1520 pixels,Qualcomm Snapdragon 450,3GB,32GB,Android 8.1
Realme,Narzo 20A,Mobile Phone,6.5,720x1600 pixels,Qualcomm Snapdragon 665,3GB,32GB,Android 10
Realme,C1,Mobile Phone,6.2,720x1520 pixels,Qualcomm Snapdragon 450,2GB,16GB,Android 8.1
Samsung,Galaxy S9,Mobile Phone,5.8,1440x2960 pixels,Samsung Exynos 9810,4GB,64GB,Android 8.0
Samsung,Galaxy Note 8,Mobile Phone,6.3,1440x2960 pixels,Samsung Exynos 8895,6GB,64GB,Android 7.1.1
Samsung,Galaxy S20+,Mobile Phone,6.7,1440x3200 pixels,Samsung Exynos 990,8GB,128GB,Android 10
Samsung,Galaxy Note 10+,Mobile Phone,6.8,1440x3040 pixels,Samsung Exynos 9825,12GB,256GB,Android 9 Pie
Samsung,Galaxy S20 Ultra,Mobile Phone,6.9,1440x3200 pixels,Samsung Exynos 990,12GB,128GB,Android 10
Samsung,Galaxy J7,Mobile Phone,5.5,720x1280 pixels,Samsung Exynos 7 Octa 7580,1.5GB,16GB,Android 5.1
Samsung,Galaxy S10 Lite,Mobile Phone,6.7,1080x2400 pixels,Qualcomm Snapdragon 855,8GB,128GB,Android 10
Samsung,Galaxy A20s,Mobile Phone,6.5,720x1560 pixels,Qualcomm Snapdragon 450,3GB,32GB,Android 9 Pie
Samsung,Galaxy M40,Mobile Phone,6.3,1080x2340 pixels,Qualcomm Snapdragon 675,6GB,128GB,Android 9 Pie
Samsung,Galaxy J7 Prime,Mobile Phone,5.5,1080x1920 pixels,Samsung Exynos 7 Octa 7870,3GB,16GB,Android 6.0
Samsung,Galaxy J7 Max,Mobile Phone,5.7,1080x1920 pixels,MediaTek Helio P20 (MT6757),4GB,32GB,Android 7.0
Samsung,Galaxy S9+,Mobile Phone,6.2,1440x2960 pixels,Samsung Exynos 9810,6GB,64GB,Android 8.0
Samsung,Galaxy S5,Mobile Phone,5.1,1080x1920 pixels,Samsung Exynos 5420,2GB,16GB,Android 4.4.2
Samsung,Galaxy J7 Pro,Mobile Phone,5.5,1080x1920 pixels,Samsung Exynos 7 Octa 7870,3GB,64GB,Android 7.0
Samsung,Galaxy M30s,Mobile Phone,6.4,1080x2340 pixels,Samsung Exynos 9611,4GB,64GB,Android 9 Pie
Samsung,Galaxy S20,Mobile Phone,6.2,1440x3200 pixels,Samsung Exynos 990,8GB,128GB,Android 10
Samsung,Galaxy A8,Mobile Phone,5.7,1080x1920 pixels,Samsung Exynos 5430,2GB,32GB,Android 5.1.1
Samsung,Galaxy M31,Mobile Phone,6.4,1080x2340 pixels,Samsung Exynos 9611,6GB,128GB,Android 10
Samsung,Galaxy On7 Prime,Mobile Phone,5.5,1080x1920 pixels,Samsung Exynos 7 Octa 7870,3GB,32GB,Android 7.1.1
Samsung,Galaxy S8,Mobile Phone,5.8,1440x2960 pixels,Samsung Exynos 8895,4GB,64GB,Android 7.0
Samsung,Galaxy S20 FE,Mobile Phone,6.5,1080x2400 pixels,Samsung Exynos 990,8GB,128GB,Android 10
Samsung,Galaxy M21,Mobile Phone,6.4,2340x1080 pixels,Samsung Exynos 9611,4GB,64GB,Android 10
Samsung,Galaxy J2 (2018),Mobile Phone,5,540x960 pixels,Qualcomm Snapdragon 425,2GB,16GB,Android 7.1
Samsung,Galaxy M11,Mobile Phone,6.4,720x1560 pixels,Qualcomm Snapdragon 450,3GB,32GB,Android
Samsung,Galaxy On Max,Mobile Phone,5.7,1080x1920 pixels,MediaTek Helio P25 (MT6757CD),4GB,32GB,Android 7.0
Samsung,Galaxy On5,Mobile Phone,5,720x1280 pixels,Samsung Exynos 3475,1.5GB,8GB,Android 5.1
Samsung,Galaxy A5 (2017),Mobile Phone,5.2,1080x1920 pixels,Samsung Exynos 7880,3GB,32GB,Android 6.0
Samsung,Galaxy On7,Mobile Phone,5.5,720x1280 pixels,Qualcomm Snapdragon 410,1.5GB,8GB,Android 5.1.1
Samsung,Galaxy A7 (2017),Mobile Phone,5.7,1080x1920 pixels,Samsung Exynos 7880,3GB,32GB,Android 6.0
Samsung,Galaxy M10s,Mobile Phone,6.4,720x1520 pixels,Samsung Exynos 7884B,3GB,32GB,Android 9 Pie
Samsung,Galaxy J5,Mobile Phone,5,720x1280 pixels,Qualcomm Snapdragon 410,1.5GB,8GB,Android 6.0.1
Samsung,Galaxy Grand 2,Mobile Phone,5.2,720x1280 pixels,Qualcomm Snapdragon 400,1.5GB,8GB,Android 4.3
Samsung,Galaxy C9 Pro,Mobile Phone,6,1080x1920 pixels,Qualcomm Snapdragon 653,6GB,64GB,Android 6.0
Samsung,Galaxy A51,Mobile Phone,6.5,1080x2400 pixels,Samsung Exynos 9611,6GB,128GB,Android 10
Samsung,Galaxy A31,Mobile Phone,6.4,1080x2400 pixels,MediaTek Helio P65,6GB,128GB,Android 10
Samsung,Galaxy Star 2,Mobile Phone,3.5,320x480 pixels,Spreadtrum SC6815A,512MB,4GB,Android 4.4
Samsung,Galaxy A71,Mobile Phone,6.7,1080x2400 pixels,Qualcomm Snapdragon 730,8GB,128GB,Android 10
Samsung,Galaxy J2 (2017),Mobile Phone,4.7,540x960 pixels,Samsung Exynos 3 Quad 3475,1GB,8GB,Android
Samsung,Galaxy A7 Duos,Mobile Phone,5.5,1080x1920 pixels,Qualcomm Snapdragon 615,2GB,16GB,Android 4.4
Samsung,Galaxy J6,Mobile Phone,5.6,720x1480 pixels,Samsung Exynos 7 Octa 7870,3GB,32GB,Android 8.0
Samsung,Z3,Mobile Phone,5,720x1280 pixels,Spreadtrum SC7730S,1GB,8GB,Tizen 2.4
Samsung,Galaxy M01,Mobile Phone,5.71,720x1560 pixels,Qualcomm Snapdragon 439,3GB,32GB,Android 10
Samsung,Galaxy J3 Pro,Mobile Phone,5,720x1280 pixels,Spreadtrum SC9830i,2GB,16GB,Android 5.1
Samsung,Galaxy C7 Pro,Mobile Phone,5.7,1080x1920 pixels,Qualcomm Snapdragon 626,4GB,64GB,Android 6.0
Samsung,Galaxy A30s,Mobile Phone,6.4,720x1560 pixels,Samsung Exynos 7904,4GB,64GB,Android 9 Pie
Samsung,Galaxy A50s,Mobile Phone,6.4,1080x2340 pixels,Samsung Exynos 9611,4GB,128GB,Android 9 Pie
Samsung,Galaxy J8,Mobile Phone,6,720x1440 pixels,Qualcomm Snapdragon 450,4GB,64GB,Android 8.0
Samsung,Galaxy A9 Pro,Mobile Phone,6,1080x1920 pixels,Qualcomm Snapdragon 652,4GB,32GB,Android 6.0
Samsung,Galaxy Note 3 Neo,Mobile Phone,5.5,720x1280 pixels,Samsung Exynos 5 Hexa 5260,2GB,16GB,Android 4.3
Samsung,Galaxy M20,Mobile Phone,6.3,1080x2340 pixels,Samsung Exynos 7904,3GB,32GB,Android 8.1 Oreo
Samsung,Galaxy F41,Mobile Phone,6.4,1080x2340 pixels,Samsung Exynos 9611,6GB,64GB,Android 10
Samsung,Galaxy M30,Mobile Phone,6.4,1080x2340 pixels,Samsung Exynos 7904,3GB,32GB,Android 8.1 Oreo
Samsung,Galaxy A7,Mobile Phone,5.5,1080x1920 pixels,Qualcomm Snapdragon 615,2GB,16GB,Android 4.4
